<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.01.06	1.06005	1.06207	1.05235	1.05235	146008	118344198000	7
2017.01.09	1.05292	1.05826	1.05104	1.05723	125800	100548237000	7
2017.01.10	1.05718	1.06268	1.05506	1.05534	147523	114947119000	7
2017.01.11	1.05530	1.06226	1.04534	1.05818	180859	147089506000	7
2017.01.12	1.05818	1.06844	1.05710	1.06109	180739	138775694000	7
2017.01.13	1.06104	1.06730	1.05959	1.06420	140972	104055477000	7
2017.01.16	1.06023	1.06355	1.05789	1.05946	117923	93007350000	7
2017.01.17	1.05946	1.07190	1.05893	1.07120	171611	135952192000	7
2017.01.18	1.07111	1.07150	1.06278	1.06286	145054	119681807000	7
2017.01.19	1.06288	1.06763	1.05888	1.06627	167230	135222494000	7
2017.01.20	1.06610	1.07090	1.06248	1.06982	161072	144331742000	7
2017.01.23	1.07004	1.07688	1.06930	1.07631	156981	133345462000	7
2017.01.24	1.07643	1.07745	1.07199	1.07310	142073	124086980000	7
2017.01.25	1.07288	1.07694	1.07109	1.07465	139081	120542746000	7
2017.01.26	1.07477	1.07653	1.06572	1.06810	146134	129394794000	7
2017.01.27	1.06794	1.07247	1.06579	1.06968	129909	113458241000	7
2017.01.30	1.07023	1.07399	1.06200	1.06920	130424	110750726000	7
2017.01.31	1.06921	1.08120	1.06843	1.07968	168241	151410812000	7
2017.02.01	1.07958	1.08070	1.07298	1.07675	147733	134342550000	7
2017.02.02	1.07668	1.08284	1.07556	1.07569	150389	132245095000	7
2017.02.03	1.07570	1.07973	1.07106	1.07789	138674	119304954000	7
2017.02.06	1.07848	1.07906	1.07053	1.07488	128085	115591625000	7
2017.02.07	1.07392	1.07492	1.06558	1.06820	129264	112363678000	7
2017.02.08	1.06795	1.07138	1.06402	1.06969	128190	108838152000	7
2017.02.09	1.06971	1.07092	1.06505	1.06541	122349	101099097000	7
2017.02.10	1.06552	1.06674	1.06072	1.06377	126662	114422901000	7
2017.02.13	1.06276	1.06581	1.05917	1.05972	111130	106744780000	7
2017.02.14	1.05948	1.06331	1.05607	1.05764	122216	103411342000	7
2017.02.15	1.05738	1.06090	1.05210	1.05991	129683	116084030000	7
2017.02.16	1.05980	1.06790	1.05906	1.06727	129206	116495545000	7
2017.02.17	1.06725	1.06762	1.06051	1.06056	117825	104770343000	7
2017.02.20	1.06069	1.06326	1.06029	1.06103	94749	85139246000	7
2017.02.21	1.06099	1.06149	1.05255	1.05349	114609	100725140000	7
2017.02.22	1.05345	1.05737	1.04933	1.05573	130425	109538608000	7
2017.02.23	1.05526	1.05949	1.05373	1.05804	114714	94768004000	7
2017.02.24	1.05778	1.06176	1.05513	1.05513	114958	100126715000	7
2017.02.27	1.05622	1.06304	1.05511	1.05851	112006	97471144000	7
2017.02.28	1.05851	1.06298	1.05680	1.05757	119666	105352358000	7
2017.03.01	1.05731	1.05890	1.05138	1.05459	145664	126835189000	7
2017.03.02	1.05457	1.05512	1.04946	1.05059	119742	104994477000	7
2017.03.03	1.05058	1.06236	1.05015	1.06166	132864	125473297000	7
2017.03.06	1.06033	1.06397	1.05745	1.05803	110065	104138602000	7
2017.03.07	1.05806	1.06022	1.05580	1.05655	101958	94807972000	7
2017.03.08	1.05635	1.05738	1.05345	1.05392	114282	107358534000	7
2017.03.09	1.05392	1.06151	1.05247	1.05756	140205	124504405000	7
2017.03.10	1.05737	1.06988	1.05721	1.06712	133854	119181762000	7
2017.03.13	1.06832	1.07141	1.06519	1.06535	124435	111342427000	7
2017.03.14	1.06533	1.06624	1.05995	1.06077	114250	106060057000	7
2017.03.15	1.06077	1.07397	1.06042	1.07360	130081	112206709000	7
2017.03.16	1.07359	1.07738	1.07053	1.07715	139451	120738975000	7
2017.03.17	1.07715	1.07821	1.07272	1.07362	114154	104154429000	7
2017.03.20	1.07384	1.07770	1.07249	1.07363	97003	84523211000	7
2017.03.21	1.07363	1.08190	1.07189	1.08060	129951	116244520000	7
2017.03.22	1.08061	1.08245	1.07755	1.07919	127134	110369645000	7
2017.03.23	1.07919	1.08047	1.07677	1.07822	119707	107980394000	7
2017.03.24	1.07821	1.08178	1.07600	1.07957	110958	100135223000	7
2017.03.27	1.08316	1.09057	1.08266	1.08638	115047	97826696000	7
2017.03.28	1.08637	1.08723	1.07985	1.08123	101690	96475270000	7
2017.03.29	1.08117	1.08263	1.07396	1.07640	110785	100452985000	7
2017.03.30	1.07647	1.07695	1.06717	1.06740	109951	106763506000	7
2017.03.31	1.06742	1.07017	1.06462	1.06462	111341	106169950000	7
2017.04.03	1.06591	1.06807	1.06421	1.06683	95896	94785980000	7
2017.04.04	1.06690	1.06770	1.06354	1.06720	90474	86249557000	7
2017.04.05	1.06710	1.06887	1.06345	1.06624	101806	93236041000	7
2017.04.06	1.06611	1.06838	1.06287	1.06434	102924	97219376000	7
2017.04.07	1.06425	1.06664	1.05804	1.05884	121252	114542638000	7
2017.04.10	1.05876	1.06066	1.05698	1.05953	91407	0	50
2017.04.11	1.05948	1.06300	1.05786	1.06046	98917	0	50
2017.04.12	1.06043	1.06751	1.05887	1.06658	117877	0	50
2017.04.13	1.06622	1.06776	1.06091	1.06131	107136	0	50
2017.04.14	1.06130	1.06300	1.06058	1.06101	54471	0	50
2017.04.17	1.06109	1.06706	1.06028	1.06432	71491	0	50
2017.04.18	1.06437	1.07361	1.06370	1.07302	122167	0	50
2017.04.19	1.07307	1.07371	1.07000	1.07111	95166	0	50
2017.04.20	1.07090	1.07776	1.07087	1.07166	98839	0	50
2017.04.21	1.07169	1.07381	1.06824	1.07238	98777	0	50
2017.04.24	1.09196	1.09198	1.08209	1.08671	159181	0	50
2017.04.25	1.08675	1.09501	1.08515	1.09262	102768	0	50
2017.04.26	1.09250	1.09510	1.08558	1.09040	133547	0	50
2017.04.27	1.09039	1.09331	1.08517	1.08720	123185	0	50
2017.04.28	1.08714	1.09476	1.08570	1.08985	115241	0	50
2017.05.01	1.09101	1.09241	1.08842	1.08990	54624	0	50
2017.05.02	1.08983	1.09332	1.08883	1.09322	78728	0	50
2017.05.03	1.09286	1.09370	1.08828	1.08840	96476	0	50
2017.05.04	1.08840	1.09873	1.08750	1.09839	113603	0	50
2017.05.05	1.09840	1.09997	1.09475	1.09995	110749	0	50
2017.05.08	1.10189	1.10217	1.09163	1.09223	119112	0	50
2017.05.09	1.09236	1.09336	1.08634	1.08740	109126	0	50
2017.05.10	1.08719	1.08982	1.08532	1.08675	229379	209738	0
2017.05.11	1.08671	1.08930	1.08391	1.08607	244487	244526	0
2017.05.12	1.08607	1.09343	1.08557	1.09315	239505	239560	0
2017.05.15	1.09300	1.09896	1.09226	1.09752	217137	217161	0
2017.05.16	1.09751	1.10973	1.09728	1.10825	280706	280735	0
2017.05.17	1.10817	1.11623	1.10796	1.11606	340530	340541	0
2017.05.18	1.11578	1.11720	1.10758	1.11029	399304	399319	0
2017.05.19	1.11013	1.12120	1.10967	1.12075	278342	278345	0
2017.05.22	1.11928	1.12635	1.11615	1.12374	252827	252855	0
2017.05.23	1.12372	1.12684	1.11750	1.11817	325629	325640	0
2017.05.24	1.11821	1.12200	1.11684	1.12182	301693	301692	0
2017.05.25	1.12182	1.12502	1.11936	1.12108	250590	250589	0
2017.05.26	1.12100	1.12346	1.11606	1.11777	260148	260152	0
2017.05.29	1.11688	1.11899	1.11618	1.11627	134855	134855	0
2017.05.30	1.11623	1.12055	1.11095	1.11850	267258	267257	0
2017.05.31	1.11836	1.12522	1.11645	1.12425	274700	274707	0
2017.06.01	1.12428	1.12568	1.12022	1.12122	237432	237443	0
2017.06.02	1.12124	1.12851	1.12050	1.12798	244550	244569	0
2017.06.05	1.12704	1.12841	1.12343	1.12538	190292	190320	0
2017.06.06	1.12540	1.12841	1.12404	1.12770	240753	240896	0
2017.06.07	1.12753	1.12826	1.12040	1.12562	268815	268910	0
2017.06.08	1.12552	1.12692	1.11946	1.12125	294142	294173	0
2017.06.09	1.12122	1.12371	1.11664	1.11966	340692	340975	0
2017.06.12	1.12065	1.12322	1.11920	1.12042	237217	237311	0
2017.06.13	1.12005	1.12250	1.11853	1.12105	216016	216177	0
2017.06.14	1.12107	1.12960	1.11931	1.12184	348811	349014	0
2017.06.15	1.12176	1.12286	1.11321	1.11450	309315	309404	0
2017.06.16	1.11442	1.12016	1.11385	1.11940	262335	262458	0
2017.06.19	1.12060	1.12129	1.11432	1.11482	249186	249398	0
2017.06.20	1.11486	1.11652	1.11190	1.11340	290230	290340	0
2017.06.21	1.11337	1.11690	1.11274	1.11686	258011	258051	0
2017.06.22	1.11678	1.11780	1.11395	1.11514	257252	257503	0
2017.06.23	1.11510	1.12090	1.11453	1.11922	222641	222874	0
2017.06.26	1.11969	1.12199	1.11717	1.11815	242838	243352	0
2017.06.27	1.11792	1.13494	1.11789	1.13379	354056	354993	0
2017.06.28	1.13368	1.13908	1.12917	1.13765	417879	418677	0
2017.06.29	1.13775	1.14455	1.13744	1.14398	391807	392642	0
2017.06.30	1.14393	1.14454	1.13922	1.14194	363198	363546	0
2017.07.03	1.14164	1.14267	1.13552	1.13641	283203	283969	0
2017.07.04	1.13637	1.13770	1.13362	1.13445	270449	271341	0
2017.07.05	1.13402	1.13686	1.13125	1.13516	318335	319262	0
2017.07.06	1.13489	1.14249	1.13299	1.14234	326675	327637	0
2017.07.07	1.14214	1.14398	1.13797	1.14001	319566	320318	0
2017.07.10	1.13954	1.14182	1.13818	1.13992	238215	238845	0
2017.07.11	1.13995	1.14798	1.13829	1.14668	305448	306458	0
2017.07.12	1.14661	1.14895	1.13916	1.14117	384418	385382	0
2017.07.13	1.14115	1.14560	1.13706	1.13973	354695	355872	0
2017.07.14	1.13973	1.14718	1.13915	1.14668	328695	329292	0
2017.07.17	1.14730	1.14870	1.14349	1.14782	297560	297907	0
2017.07.18	1.14781	1.15831	1.14715	1.15532	431040	432015	0
2017.07.19	1.15541	1.15568	1.15097	1.15154	311856	312209	0
2017.07.20	1.15149	1.16583	1.14794	1.16311	453013	453988	0
2017.07.21	1.16285	1.16828	1.16191	1.16620	348132	348548	0
2017.07.24	1.16624	1.16843	1.16257	1.16406	296362	296478	0
2017.07.25	1.16402	1.17123	1.16308	1.16470	339892	340073	0
2017.07.26	1.16461	1.17401	1.16125	1.17333	376272	376922	0
2017.07.27	1.17329	1.17767	1.16501	1.16756	412230	412403	0
2017.07.28	1.16749	1.17640	1.16712	1.17485	372380	372451	0
2017.07.31	1.17460	1.18457	1.17232	1.18404	340953	341403	0
2017.08.01	1.18408	1.18442	1.17850	1.18021	348674	348802	0
2017.08.02	1.18011	1.19102	1.17937	1.18560	349703	349908	0
2017.08.03	1.18556	1.18931	1.18306	1.18684	325947	326046	0
2017.08.04	1.18676	1.18893	1.17282	1.17712	308470	308804	0
2017.08.07	1.17727	1.18142	1.17704	1.17955	210756	210780	0
2017.08.08	1.17953	1.18239	1.17154	1.17536	258532	258665	0
2017.08.09	1.17508	1.17638	1.16890	1.17582	315785	316034	0
2017.08.10	1.17591	1.17854	1.17043	1.17730	299540	299672	0
2017.08.11	1.17711	1.18471	1.17487	1.18214	280075	280269	0
2017.08.14	1.18199	1.18384	1.17698	1.17805	232404	232508	0
2017.08.15	1.17778	1.17927	1.16872	1.17344	278046	278203	0
2017.08.16	1.17340	1.17787	1.16812	1.17670	318636	318772	0
2017.08.17	1.17668	1.17900	1.16622	1.17236	357611	357833	0
2017.08.18	1.17226	1.17746	1.17085	1.17594	330717	330828	0
2017.08.21	1.17556	1.18282	1.17311	1.18147	222784	222881	0
2017.08.22	1.18133	1.18244	1.17451	1.17616	240600	240718	0
2017.08.23	1.17613	1.18232	1.17402	1.18064	251850	251982	0
2017.08.24	1.18068	1.18178	1.17842	1.17989	263506	263609	0
2017.08.25	1.17986	1.19417	1.17733	1.19210	321779	322217	0
2017.08.28	1.19397	1.19838	1.19170	1.19788	260714	260998	0
2017.08.29	1.19785	1.20704	1.19464	1.19729	453162	453816	0
2017.08.30	1.19721	1.19845	1.18806	1.18840	346436	346708	0
2017.08.31	1.18836	1.19126	1.18231	1.19086	358259	358492	0
2017.09.01	1.19093	1.19799	1.18495	1.18623	348095	348862	0
2017.09.04	1.18835	1.19221	1.18735	1.18928	263118	263421	0
2017.09.05	1.18885	1.19409	1.18683	1.19128	348225	348619	0
2017.09.06	1.19111	1.19504	1.19029	1.19170	352249	352502	0
2017.09.07	1.19169	1.20597	1.19136	1.20209	394077	394792	0
2017.09.08	1.20183	1.20924	1.20148	1.20308	413977	414060	0
2017.09.11	1.20155	1.20296	1.19478	1.19529	301459	301596	0
2017.09.12	1.19516	1.19782	1.19262	1.19665	323888	324019	0
2017.09.13	1.19665	1.19948	1.18730	1.18859	316431	316783	0
2017.09.14	1.18852	1.19224	1.18376	1.19183	349703	350040	0
2017.09.15	1.19182	1.19872	1.19009	1.19456	368279	368406	0
2017.09.18	1.19205	1.19694	1.19149	1.19542	287074	287154	0
2017.09.19	1.19489	1.20066	1.19489	1.19945	339384	339612	0
2017.09.20	1.19942	1.20343	1.18613	1.18943	378030	378275	0
2017.09.21	1.18906	1.19538	1.18657	1.19411	356738	356889	0
2017.09.22	1.19413	1.20047	1.19370	1.19467	322331	322450	0
2017.09.25	1.18977	1.19366	1.18320	1.18491	335783	336007	0
2017.09.26	1.18484	1.18616	1.17574	1.17934	361324	361492	0
2017.09.27	1.17920	1.17953	1.17170	1.17447	360928	361083	0
2017.09.28	1.17445	1.18040	1.17212	1.17867	351898	352028	0
2017.09.29	1.17857	1.18325	1.17725	1.18110	314982	315137	0
2017.10.02	1.17882	1.18151	1.17301	1.17320	302081	302197	0
2017.10.03	1.17322	1.17736	1.16963	1.17447	292587	292683	0
2017.10.04	1.17441	1.17876	1.17351	1.17600	286427	286496	0
2017.10.05	1.17586	1.17789	1.16990	1.17096	275501	275639	0
2017.10.06	1.17108	1.17388	1.16693	1.17347	323380	323511	0
2017.10.09	1.17276	1.17561	1.17194	1.17412	165164	165216	0
2017.10.10	1.17400	1.18254	1.17387	1.18080	298934	299163	0
2017.10.11	1.18076	1.18690	1.17952	1.18611	301024	301134	0
2017.10.12	1.18576	1.18798	1.18269	1.18304	280655	280827	0
2017.10.13	1.18295	1.18750	1.18053	1.18214	291559	291788	0
2017.10.16	1.18104	1.18196	1.17804	1.17963	239694	239978	0
2017.10.17	1.17954	1.17998	1.17361	1.17665	260177	260423	0
2017.10.18	1.17658	1.18054	1.17301	1.17872	266046	266181	0
2017.10.19	1.17874	1.18582	1.17678	1.18515	329865	330088	0
2017.10.20	1.18498	1.18580	1.17624	1.17788	331909	332027	0
2017.10.23	1.17645	1.17774	1.17249	1.17492	252637	252761	0
2017.10.24	1.17491	1.17929	1.17428	1.17604	269619	269781	0
2017.10.25	1.17617	1.18178	1.17530	1.18128	346896	346938	0
2017.10.26	1.18127	1.18368	1.16404	1.16526	357073	357804	0
2017.10.27	1.16499	1.16573	1.15742	1.16075	357906	358145	0
2017.10.30	1.16057	1.16579	1.15938	1.16514	230077	230108	0
2017.10.31	1.16506	1.16615	1.16250	1.16457	258192	258291	0
2017.11.01	1.16460	1.16574	1.16064	1.16178	287682	287769	0
2017.11.02	1.16173	1.16874	1.16130	1.16584	340134	340313	0
2017.11.03	1.16582	1.16905	1.15992	1.16094	263736	263953	0
2017.11.06	1.16139	1.16240	1.15804	1.16096	255464	255600	0
2017.11.07	1.16073	1.16155	1.15540	1.15868	271225	271549	0
2017.11.08	1.15854	1.16112	1.15792	1.15938	236168	236296	0
2017.11.09	1.15942	1.16550	1.15856	1.16410	310312	310654	0
2017.11.10	1.16416	1.16780	1.16229	1.16637	247635	247758	0
2017.11.13	1.16561	1.16752	1.16374	1.16667	203286	203355	0
2017.11.14	1.16668	1.18050	1.16615	1.17978	267702	267885	0
2017.11.15	1.17975	1.18607	1.17847	1.17909	330754	330912	0
2017.11.16	1.17901	1.18010	1.17566	1.17681	275252	275352	0
2017.11.17	1.17687	1.18218	1.17653	1.17895	287549	287610	0
2017.11.20	1.17846	1.18087	1.17223	1.17319	131637	0	0
2017.11.21	1.17323	1.17578	1.17130	1.17386	97727	0	0
2017.11.22	1.17374	1.18272	1.17321	1.18223	107177	0	0
2017.11.23	1.18214	1.18561	1.18132	1.18497	77619	0	0
2017.11.24	1.18473	1.19445	1.18368	1.19319	102113	0	0
2017.11.27	1.19234	1.19612	1.18956	1.18980	115075	0	0
2017.11.28	1.18971	1.19200	1.18270	1.18409	148195	0	0
2017.11.29	1.18366	1.18828	1.18165	1.18475	133800	0	0
2017.11.30	1.18459	1.19315	1.18089	1.19036	140882	0	0
2017.12.01	1.19027	1.19403	1.18508	1.18989	202881	0	0
2017.12.04	1.18599	1.18787	1.18292	1.18657	127159	0	0
2017.12.05	1.18642	1.18766	1.18008	1.18259	121869	0	0
2017.12.06	1.18249	1.18482	1.17807	1.17957	114881	0	0
2017.12.07	1.17948	1.18147	1.17718	1.17723	101630	0	0
2017.12.08	1.17718	1.17766	1.17302	1.17726	114722	0	0
2017.12.11	1.17615	1.18119	1.17615	1.17690	85109	0	0
2017.12.12	1.17678	1.17927	1.17176	1.17413	86961	0	0
2017.12.13	1.17409	1.18316	1.17295	1.18261	114139	0	0
2017.12.14	1.18249	1.18625	1.17708	1.17764	139989	0	0
2017.12.15	1.17769	1.18125	1.17498	1.17499	113175	0	0
2017.12.18	1.17422	1.18344	1.17376	1.17817	101179	0	0
2017.12.19	1.17811	1.18488	1.17764	1.18406	115021	0	0
2017.12.20	1.18382	1.19018	1.18288	1.18714	110861	0	0
2017.12.21	1.18698	1.18896	1.18492	1.18742	101104	0	0
2017.12.22	1.18724	1.18755	1.18171	1.18611	115966	0	0
2017.12.26	1.18568	1.18788	1.18466	1.18583	47480	0	0
2017.12.27	1.18580	1.19103	1.18550	1.18894	87403	0	0
2017.12.28	1.18862	1.19590	1.18862	1.19426	84792	0	0
2017.12.29	1.19418	1.20255	1.19361	1.19957	87432	0	0
2018.01.02	1.19946	1.20813	1.19946	1.20586	99006	0	0
2018.01.03	1.20578	1.20662	1.20012	1.20144	95680	0	0
2018.01.04	1.20142	1.20890	1.20044	1.20677	99619	0	0
2018.01.05	1.20672	1.20827	1.20206	1.20290	101584	0	0
2018.01.08	1.20245	1.20523	1.19558	1.19675	88295	0	0
2018.01.09	1.19662	1.19756	1.19156	1.19362	99043	0	0
2018.01.10	1.19359	1.20182	1.19231	1.19477	150166	0	0
2018.01.11	1.19464	1.20590	1.19293	1.20322	157080	0	0
2018.01.12	1.20307	1.22186	1.20307	1.21956	181400	0	0
2018.01.15	1.21923	1.22966	1.21876	1.22654	148672	0	0
2018.01.16	1.22620	1.22834	1.21952	1.22602	165723	0	0
2018.01.17	1.22589	1.23231	1.21771	1.21844	203538	0	0
2018.01.18	1.21844	1.22652	1.21651	1.22391	165321	0	0
2018.01.19	1.22368	1.22956	1.22150	1.22191	170249	0	0
2018.01.22	1.22699	1.22722	1.22139	1.22618	130165	0	0
2018.01.23	1.22609	1.23063	1.22231	1.22981	154346	0	0
2018.01.24	1.22978	1.24150	1.22910	1.24071	191362	0	0
2018.01.25	1.24069	1.25378	1.23639	1.23973	308831	0	0
2018.01.26	1.23927	1.24938	1.23699	1.24288	247672	0	0
2018.01.29	1.24230	1.24323	1.23368	1.23832	197319	0	0
2018.01.30	1.23812	1.24540	1.23349	1.24019	208533	0	0
2018.01.31	1.24009	1.24748	1.23867	1.24136	243528	0	0
2018.02.01	1.24131	1.25228	1.23852	1.25060	205535	0	0
2018.02.02	1.25075	1.25182	1.24092	1.24559	225115	0	0
2018.02.05	1.24310	1.24750	1.23626	1.23664	231747	0	0
2018.02.06	1.23657	1.24348	1.23140	1.23764	324346	0	0
2018.02.07	1.23755	1.24062	1.22459	1.22646	206900	0	0
2018.02.08	1.22621	1.22951	1.22122	1.22465	270342	0	0
2018.02.09	1.22456	1.22873	1.22056	1.22518	252102	0	0
2018.02.12	1.22482	1.22974	1.22351	1.22912	148979	0	0
2018.02.13	1.22900	1.23712	1.22846	1.23514	162938	0	0
2018.02.14	1.23496	1.24652	1.22758	1.24502	220466	0	0
2018.02.15	1.24489	1.25104	1.24479	1.25071	193238	0	0
2018.02.16	1.25045	1.25556	1.23934	1.24103	203472	0	0
2018.02.19	1.24013	1.24352	1.23691	1.24069	134684	0	0
2018.02.20	1.24071	1.24124	1.23198	1.23371	174314	0	0
2018.02.21	1.23365	1.23601	1.22810	1.22829	200737	0	0
2018.02.22	1.22816	1.23522	1.22594	1.23315	176309	0	0
2018.02.23	1.23286	1.23373	1.22799	1.22954	140468	0	0
2018.02.26	1.22936	1.23553	1.22778	1.23174	144111	0	0
2018.02.27	1.23163	1.23466	1.22216	1.22332	180103	0	0
2018.02.28	1.22318	1.22418	1.21879	1.21938	164233	0	0
2018.03.01	1.21924	1.22733	1.21546	1.22677	204631	0	0
2018.03.02	1.22650	1.23360	1.22515	1.23203	185864	0	0
2018.03.05	1.23274	1.23644	1.22690	1.23362	176142	0	0
2018.03.06	1.23357	1.24204	1.23281	1.24051	169526	0	0
2018.03.07	1.24028	1.24453	1.23849	1.24108	187771	0	0
2018.03.08	1.24101	1.24464	1.22980	1.23117	197919	0	0
2018.03.09	1.23100	1.23344	1.22732	1.23051	173230	0	0
2018.03.12	1.23092	1.23456	1.22904	1.23353	121670	0	0
2018.03.13	1.23322	1.24075	1.23145	1.23908	159867	0	0
2018.03.14	1.23896	1.24127	1.23472	1.23676	151974	0	0
2018.03.15	1.23660	1.23837	1.23002	1.23043	150226	0	0
2018.03.16	1.23035	1.23362	1.22601	1.22871	133309	0	0
2018.03.19	1.22805	1.23588	1.22580	1.23345	154755	0	0
2018.03.20	1.23340	1.23548	1.22397	1.22408	151568	0	0
2018.03.21	1.22407	1.23499	1.22391	1.23386	184488	0	0
2018.03.22	1.23370	1.23886	1.22854	1.23005	192595	0	0
2018.03.23	1.23013	1.23736	1.22973	1.23526	181947	0	0
2018.03.26	1.23470	1.24616	1.23470	1.24486	145917	0	0
2018.03.27	1.24426	1.24766	1.23723	1.24022	159164	0	0
2018.03.28	1.24016	1.24217	1.23001	1.23084	169824	0	0
2018.03.29	1.23069	1.23359	1.22840	1.23006	147797	0	0
2018.03.30	1.22992	1.23306	1.22898	1.23242	42791	0	0
2018.04.02	1.23205	1.23451	1.22814	1.23018	81268	0	0
2018.04.03	1.23004	1.23362	1.22537	1.22690	139982	0	0
2018.04.04	1.22687	1.23148	1.22570	1.22785	136866	0	0
2018.04.05	1.22767	1.22903	1.22184	1.22394	129175	0	0
2018.04.06	1.22389	1.22908	1.22152	1.22812	187487	0	0
2018.04.09	1.22840	1.23306	1.22603	1.23209	149393	0	0
2018.04.10	1.23194	1.23776	1.23028	1.23550	173607	0	0
2018.04.11	1.23546	1.23963	1.23470	1.23672	147851	0	0
2018.04.12	1.23658	1.23798	1.22993	1.23257	152638	0	0
2018.04.13	1.23250	1.23460	1.23070	1.23303	123123	0	0
2018.04.16	1.23300	1.23946	1.23220	1.23793	108473	0	0
2018.04.17	1.23781	1.24138	1.23362	1.23693	115371	0	0
2018.04.18	1.23682	1.23973	1.23416	1.23751	131486	0	0
2018.04.19	1.23727	1.24003	1.23291	1.23451	145156	0	0
2018.04.20	1.23442	1.23530	1.22498	1.22874	123806	0	0
2018.04.23	1.22700	1.22894	1.21975	1.22075	116992	0	0
2018.04.24	1.22071	1.22450	1.21818	1.22330	131357	0	0
2018.04.25	1.22314	1.22387	1.21606	1.21610	122413	0	0
2018.04.26	1.21603	1.22099	1.20963	1.21027	163926	0	0
2018.04.27	1.21023	1.21329	1.20554	1.21301	128145	0	0
2018.04.30	1.21225	1.21389	1.20644	1.20803	122861	0	0
2018.05.01	1.20763	1.20842	1.19812	1.19920	116615	0	0
2018.05.02	1.19917	1.20318	1.19379	1.19498	174980	0	0
2018.05.03	1.19500	1.20089	1.19478	1.19884	171233	0	0
2018.05.04	1.19871	1.19954	1.19108	1.19627	135298	0	0
2018.05.07	1.19515	1.19780	1.18976	1.19231	100247	0	0
2018.05.08	1.19219	1.19389	1.18381	1.18634	142859	0	0
2018.05.09	1.18635	1.18971	1.18226	1.18511	131676	0	0
2018.05.10	1.18499	1.19468	1.18429	1.19158	168266	0	0
2018.05.11	1.19143	1.19679	1.18913	1.19391	126568	0	0
2018.05.14	1.19380	1.19962	1.19264	1.19268	120079	0	0
2018.05.15	1.19260	1.19385	1.18202	1.18373	163703	0	0
2018.05.16	1.18372	1.18542	1.17634	1.18080	182839	0	0
2018.05.17	1.18062	1.18375	1.17764	1.17944	162982	0	0
2018.05.18	1.17927	1.18222	1.17498	1.17698	116567	0	0
2018.05.21	1.17678	1.17957	1.17166	1.17908	107224	0	0
2018.05.22	1.17909	1.18298	1.17565	1.17780	116558	0	0
2018.05.23	1.17774	1.17896	1.16758	1.16966	166070	0	0
2018.05.24	1.16948	1.17503	1.16908	1.17200	155245	0	0
2018.05.25	1.17191	1.17336	1.16456	1.16504	148736	0	0
2018.05.28	1.16848	1.17284	1.16074	1.16242	130247	0	0
2018.05.29	1.16233	1.16397	1.15101	1.15374	206716	0	0
2018.05.30	1.15390	1.16762	1.15186	1.16640	202679	0	0
2018.05.31	1.16622	1.17244	1.16412	1.16927	175159	0	0
2018.06.01	1.16900	1.17182	1.16171	1.16600	165299	0	0
2018.06.04	1.16560	1.17446	1.16560	1.16958	131715	0	0
2018.06.05	1.16971	1.17322	1.16525	1.17178	164698	0	0
2018.06.06	1.17164	1.17957	1.17105	1.17746	152550	0	0
2018.06.07	1.17734	1.18400	1.17726	1.17980	165110	0	0
2018.06.08	1.17977	1.18103	1.17272	1.17689	152186	0	0
2018.06.11	1.17740	1.18207	1.17711	1.17854	117004	0	0
2018.06.12	1.17814	1.18091	1.17333	1.17445	150312	0	0
2018.06.13	1.17445	1.18011	1.17254	1.17922	149323	0	0
2018.06.14	1.17905	1.18516	1.15627	1.15658	204369	0	0
2018.06.15	1.15650	1.16271	1.15433	1.16073	174624	0	0
2018.06.18	1.15862	1.16243	1.15654	1.16227	121186	0	0
2018.06.19	1.16221	1.16446	1.15306	1.15899	190333	0	0
2018.06.20	1.15874	1.16001	1.15369	1.15752	155761	0	0
2018.06.21	1.15687	1.16336	1.15083	1.16027	199068	0	0
2018.06.22	1.15976	1.16751	1.15976	1.16569	182386	0	0
2018.06.25	1.16620	1.17131	1.16285	1.17032	170549	0	0
2018.06.26	1.17024	1.17204	1.16349	1.16482	192229	0	0
2018.06.27	1.16459	1.16724	1.15406	1.15544	200098	0	0
2018.06.28	1.15517	1.16008	1.15273	1.15685	205472	0	0
2018.06.29	1.15670	1.16904	1.15580	1.16850	224381	0	0
2018.07.02	1.16731	1.16884	1.15914	1.16385	146295	0	0
2018.07.03	1.16387	1.16732	1.16205	1.16589	147215	0	0
2018.07.04	1.16545	1.16819	1.16307	1.16564	118954	0	0
2018.07.05	1.16554	1.17204	1.16500	1.16920	155530	0	0
2018.07.06	1.16894	1.17678	1.16800	1.17431	139608	0	0
2018.07.09	1.17402	1.17907	1.17326	1.17502	128046	0	0
2018.07.10	1.17492	1.17627	1.16903	1.17447	124510	0	0
2018.07.11	1.17427	1.17584	1.16653	1.16745	170009	0	0
2018.07.12	1.16715	1.16956	1.16496	1.16701	139000	0	0
2018.07.13	1.16699	1.16867	1.16130	1.16862	131367	0	0
2018.07.16	1.16897	1.17255	1.16757	1.17111	122258	0	0
2018.07.17	1.17101	1.17448	1.16493	1.16611	142508	0	0
2018.07.18	1.16594	1.16650	1.16021	1.16397	137506	0	0
2018.07.19	1.16379	1.16785	1.15750	1.16421	194746	0	0
2018.07.20	1.16405	1.17390	1.16262	1.17212	216752	0	0
2018.07.23	1.17249	1.17514	1.16836	1.16914	120372	0	0
