<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.09.22	1.17252	1.17556	1.16848	1.16886	52622	0	0
2021.09.23	1.16872	1.17500	1.16836	1.17390	48608	0	0
2021.09.24	1.17384	1.17477	1.17007	1.17206	38918	0	0
2021.09.27	1.17258	1.17258	1.16847	1.16950	44874	0	0
2021.09.28	1.16956	1.17034	1.16683	1.16838	56412	0	0
2021.09.29	1.16832	1.16901	1.15895	1.15973	54580	0	0
2021.09.30	1.15982	1.16098	1.15627	1.15769	55969	0	0
2021.10.01	1.15822	1.16073	1.15630	1.15932	54177	0	0
2021.10.04	1.15996	1.16401	1.15877	1.16196	43925	0	0
2021.10.05	1.16204	1.16221	1.15806	1.15971	41719	0	0
2021.10.06	1.15988	1.16032	1.15292	1.15565	52217	0	0
2021.10.07	1.15574	1.15722	1.15477	1.15533	41219	0	0
2021.10.08	1.15524	1.15859	1.15415	1.15746	44128	0	0
2021.10.11	1.15703	1.15868	1.15492	1.15535	35095	0	0
2021.10.12	1.15544	1.15703	1.15245	1.15301	43184	0	0
2021.10.13	1.15300	1.15973	1.15286	1.15960	46549	0	0
2021.10.14	1.15932	1.16244	1.15841	1.15973	38149	0	0
2021.10.15	1.15959	1.16188	1.15882	1.15992	41465	0	0
2021.10.18	1.15908	1.16224	1.15719	1.16108	43084	0	0
2021.10.19	1.16099	1.16695	1.16085	1.16326	42790	0	0
2021.10.20	1.16326	1.16588	1.16169	1.16513	42647	0	0
2021.10.21	1.16465	1.16675	1.16198	1.16246	42080	0	0
2021.10.22	1.16222	1.16557	1.16214	1.16441	45384	0	0
2021.10.25	1.16419	1.16650	1.15907	1.16104	41837	0	0
2021.10.26	1.16046	1.16258	1.15850	1.15963	38041	0	0
2021.10.27	1.15956	1.16260	1.15849	1.16028	48346	0	0
2021.10.28	1.16028	1.16922	1.15824	1.16831	58342	0	0
2021.10.29	1.16800	1.16900	1.15352	1.15637	54796	0	0
2021.11.01	1.15558	1.16092	1.15460	1.16066	43397	0	0
2021.11.02	1.16048	1.16134	1.15753	1.15793	43979	0	0
2021.11.03	1.15790	1.16164	1.15624	1.16127	51384	0	0
2021.11.04	1.16116	1.16165	1.15284	1.15545	47923	0	0
2021.11.05	1.15518	1.15733	1.15134	1.15675	51051	0	0
2021.11.08	1.15602	1.15950	1.15506	1.15873	40855	0	0
2021.11.09	1.15852	1.16089	1.15701	1.15944	46880	0	0
2021.11.10	1.15925	1.15953	1.14761	1.14767	59134	0	0
2021.11.11	1.14783	1.14877	1.14430	1.14493	39618	0	0
2021.11.12	1.14500	1.14622	1.14330	1.14438	40724	0	0
2021.11.15	1.14460	1.14639	1.13564	1.13670	43782	0	0
2021.11.16	1.13674	1.13858	1.13094	1.13194	51050	0	0
2021.11.17	1.13203	1.13323	1.12635	1.13190	52818	0	0
2021.11.18	1.13191	1.13742	1.13138	1.13729	45842	0	0
2021.11.19	1.13673	1.13727	1.12501	1.12820	58710	0	0
2021.11.22	1.12911	1.12911	1.12308	1.12338	56412	0	0
2021.11.23	1.12372	1.12752	1.12261	1.12490	57256	0	0
2021.11.24	1.12480	1.12553	1.11864	1.12006	56285	0	0
2021.11.25	1.11966	1.12298	1.11956	1.12087	28602	0	0
2021.11.26	1.12058	1.13308	1.12042	1.13087	75295	0	0
2021.11.29	1.13014	1.13124	1.12584	1.12918	56390	0	0
2021.11.30	1.12905	1.13829	1.12354	1.13386	76603	0	0
2021.12.01	1.13348	1.13597	1.13026	1.13191	65508	0	0
2021.12.02	1.13183	1.13474	1.12953	1.13016	32631	0	0
2021.12.03	1.13007	1.13333	1.12667	1.13100	60455	0	0
2021.12.06	1.13043	1.13113	1.12666	1.12852	44249	0	0
2021.12.07	1.12844	1.12986	1.12274	1.12684	46134	0	0
2021.12.08	1.12685	1.13549	1.12663	1.13416	50174	0	0
2021.12.09	1.13404	1.13454	1.12785	1.12928	42419	0	0
2021.12.10	1.12930	1.13241	1.12653	1.13168	44173	0	0
2021.12.13	1.13118	1.13194	1.12602	1.12859	36971	0	0
2021.12.14	1.12835	1.13238	1.12538	1.12581	42502	0	0
2021.12.15	1.12589	1.12992	1.12219	1.12942	50569	0	0
2021.12.16	1.12864	1.13604	1.12814	1.13306	51766	0	0
2021.12.17	1.13299	1.13490	1.12350	1.12353	44881	0	0
2021.12.20	1.12392	1.13038	1.12348	1.12768	45080	0	0
2021.12.21	1.12755	1.13028	1.12609	1.12857	39307	0	0
2021.12.22	1.12872	1.13424	1.12645	1.13272	37829	0	0
2021.12.23	1.13262	1.13423	1.12902	1.13264	34532	0	0
2021.12.24	1.13230	1.13435	1.13066	1.13206	28905	0	0
2021.12.27	1.13202	1.13344	1.13029	1.13269	25110	0	0
2021.12.28	1.13271	1.13334	1.12896	1.13085	27340	0	0
2021.12.29	1.13086	1.13688	1.12738	1.13473	35618	0	0
2021.12.30	1.13471	1.13598	1.12986	1.13257	33824	0	0
2021.12.31	1.13218	1.13864	1.13033	1.13847	29271	0	0
2022.01.03	1.13753	1.13784	1.12797	1.12979	39030	0	0
2022.01.04	1.12959	1.13225	1.12723	1.12874	45471	0	0
2022.01.05	1.12855	1.13465	1.12770	1.13127	47102	0	0
2022.01.06	1.13127	1.13319	1.12847	1.12984	49540	0	0
2022.01.07	1.12966	1.13648	1.12901	1.13613	42998	0	0
2022.01.10	1.13518	1.13609	1.12852	1.13283	45938	0	0
2022.01.11	1.13228	1.13751	1.13130	1.13688	44568	0	0
2022.01.12	1.13647	1.14528	1.13548	1.14414	47062	0	0
2022.01.13	1.14420	1.14816	1.14359	1.14545	46662	0	0
2022.01.14	1.14547	1.14829	1.13986	1.14164	49560	0	0
2022.01.17	1.14135	1.14344	1.13919	1.14062	31661	0	0
2022.01.18	1.14067	1.14214	1.13147	1.13278	57654	0	0
2022.01.19	1.13210	1.13571	1.13190	1.13422	47170	0	0
2022.01.20	1.13412	1.13690	1.13032	1.13106	48533	0	0
2022.01.21	1.13114	1.13598	1.13009	1.13427	48160	0	0
2022.01.24	1.13412	1.13451	1.12906	1.13243	53121	0	0
2022.01.25	1.13244	1.13292	1.12633	1.13016	46424	0	0
2022.01.26	1.13015	1.13108	1.12356	1.12415	53548	0	0
2022.01.27	1.12375	1.12435	1.11320	1.11446	59814	0	0
2022.01.28	1.11432	1.11738	1.11215	1.11487	56894	0	0
2022.01.31	1.11430	1.12478	1.11385	1.12330	53546	0	0
2022.02.01	1.12338	1.12788	1.12210	1.12738	51296	0	0
2022.02.02	1.12677	1.13301	1.12667	1.13045	43427	0	0
2022.02.03	1.13024	1.14515	1.12674	1.14389	63523	0	0
2022.02.04	1.14361	1.14839	1.14117	1.14496	63405	0	0
2022.02.07	1.14633	1.14635	1.14151	1.14416	53111	0	0
2022.02.08	1.14419	1.14488	1.13962	1.14170	46166	0	0
2022.02.09	1.14148	1.14479	1.14026	1.14225	41766	0	0
2022.02.10	1.14234	1.14949	1.13749	1.14280	65951	0	0
2022.02.11	1.14279	1.14300	1.13298	1.13466	74246	0	0
2022.02.14	1.13336	1.13691	1.12801	1.13064	72769	0	0
2022.02.15	1.13064	1.13684	1.12979	1.13578	56483	0	0
2022.02.16	1.13585	1.13960	1.13450	1.13733	51226	0	0
2022.02.17	1.13726	1.13860	1.13233	1.13618	66919	0	0
2022.02.18	1.13595	1.13769	1.13148	1.13229	51631	0	0
2022.02.21	1.13172	1.13904	1.13068	1.13101	42336	0	0
2022.02.22	1.13116	1.13668	1.12880	1.13253	69030	0	0
2022.02.23	1.13245	1.13590	1.13013	1.13047	47070	0	0
2022.02.24	1.13076	1.13088	1.11065	1.11928	120346	0	0
2022.02.25	1.11900	1.12741	1.11660	1.12718	80951	0	0
2022.02.28	1.11255	1.12466	1.11247	1.12191	99898	0	0
2022.03.01	1.12182	1.12332	1.10897	1.11236	83611	0	0
2022.03.02	1.11230	1.11434	1.10575	1.11197	92037	0	0
2022.03.03	1.11179	1.11217	1.10338	1.10659	72035	0	0
2022.03.04	1.10662	1.10679	1.08854	1.09334	89192	0	0
2022.03.07	1.09274	1.09323	1.08061	1.08543	120245	0	0
2022.03.08	1.08540	1.09583	1.08481	1.08964	113166	0	0
2022.03.09	1.08973	1.10952	1.08901	1.10754	85122	0	0
2022.03.10	1.10752	1.11214	1.09763	1.09888	92000	0	0
2022.03.11	1.09814	1.10436	1.09020	1.09123	83902	0	0
2022.03.14	1.09216	1.09940	1.09008	1.09403	77710	0	0
2022.03.15	1.09406	1.10197	1.09261	1.09542	84575	0	0
2022.03.16	1.09536	1.10467	1.09480	1.10345	91053	0	0
2022.03.17	1.10348	1.11376	1.10079	1.10911	68083	0	0
2022.03.18	1.10906	1.11185	1.10032	1.10507	66772	0	0
2022.03.21	1.10562	1.10701	1.10103	1.10168	60220	0	0
2022.03.22	1.10161	1.10458	1.09610	1.10245	69235	0	0
2022.03.23	1.10233	1.10441	1.09640	1.10057	59749	0	0
2022.03.24	1.10029	1.10140	1.09660	1.09970	63684	0	0
2022.03.25	1.09964	1.10378	1.09810	1.09834	65437	0	0
2022.03.28	1.09849	1.09996	1.09448	1.09864	77140	0	0
2022.03.29	1.09804	1.11371	1.09697	1.10862	91498	0	0
2022.03.30	1.10864	1.11711	1.10806	1.11580	84389	0	0
2022.03.31	1.11576	1.11849	1.10610	1.10662	79090	0	0
2022.04.01	1.10669	1.10764	1.10281	1.10488	66841	0	0
2022.04.04	1.10321	1.10545	1.09608	1.09722	52896	0	0
2022.04.05	1.09716	1.09887	1.09000	1.09057	57091	0	0
2022.04.06	1.09047	1.09380	1.08746	1.08964	70565	0	0
2022.04.07	1.08927	1.09385	1.08650	1.08801	67239	0	0
2022.04.08	1.08764	1.08918	1.08365	1.08765	58440	0	0
2022.04.11	1.09200	1.09333	1.08728	1.08835	60582	0	0
2022.04.12	1.08832	1.09037	1.08214	1.08260	71737	0	0
2022.04.13	1.08276	1.08943	1.08089	1.08917	62443	0	0
2022.04.14	1.08763	1.09232	1.07576	1.08293	75731	0	0
2022.04.15	1.08278	1.08302	1.07965	1.08090	37779	0	0
2022.04.18	1.08019	1.08217	1.07700	1.07809	44474	0	0
2022.04.19	1.07823	1.08146	1.07613	1.07890	63297	0	0
2022.04.20	1.07874	1.08670	1.07830	1.08543	74475	0	0
2022.04.21	1.08470	1.09363	1.08237	1.08321	74294	0	0
2022.04.22	1.08370	1.08516	1.07708	1.07969	74335	0	0
2022.04.25	1.08078	1.08138	1.06968	1.07117	91677	0	0
2022.04.26	1.07126	1.07387	1.06359	1.06373	76212	0	0
2022.04.27	1.06376	1.06548	1.05146	1.05586	85237	0	0
2022.04.28	1.05538	1.05648	1.04714	1.04983	97415	0	0
2022.04.29	1.04977	1.05929	1.04912	1.05427	82571	0	0
2022.05.02	1.05564	1.05684	1.04903	1.05074	70307	0	0
2022.05.03	1.05024	1.05777	1.04923	1.05193	69449	0	0
2022.05.04	1.05194	1.06311	1.05062	1.06193	77867	0	0
2022.05.05	1.06199	1.06420	1.04928	1.05392	97205	0	0
2022.05.06	1.05394	1.05990	1.04828	1.05446	111507	0	0
2022.05.09	1.05405	1.05926	1.04952	1.05582	91214	0	0
2022.05.10	1.05582	1.05855	1.05255	1.05299	95552	0	0
2022.05.11	1.05266	1.05772	1.05020	1.05138	94809	0	0
2022.05.12	1.05132	1.05294	1.03542	1.03795	102129	0	0
2022.05.13	1.03794	1.04198	1.03495	1.04074	77620	0	0
2022.05.16	1.04078	1.04432	1.03891	1.04342	63446	0	0
2022.05.17	1.04347	1.05557	1.04286	1.05505	78494	0	0
2022.05.18	1.05486	1.05639	1.04604	1.04608	70913	0	0
2022.05.19	1.04636	1.06072	1.04610	1.05834	97976	0	0
2022.05.20	1.05836	1.05989	1.05329	1.05621	74622	0	0
2022.05.23	1.05606	1.06974	1.05571	1.06921	71492	0	0
2022.05.24	1.06898	1.07486	1.06609	1.07359	75235	0	0
2022.05.25	1.07366	1.07391	1.06423	1.06786	76501	0	0
2022.05.26	1.06808	1.07316	1.06625	1.07292	66718	0	0
2022.05.27	1.07224	1.07650	1.06970	1.07312	65510	0	0
2022.05.30	1.07332	1.07870	1.07251	1.07798	49220	0	0
2022.05.31	1.07788	1.07794	1.06791	1.07324	84835	0	0
2022.06.01	1.07354	1.07394	1.06274	1.06527	73925	0	0
2022.06.02	1.06453	1.07502	1.06447	1.07462	64371	0	0
2022.06.03	1.07461	1.07642	1.07043	1.07188	60060	0	0
2022.06.06	1.07168	1.07520	1.06840	1.06958	59433	0	0
2022.06.07	1.06956	1.07144	1.06521	1.07049	73340	0	0
2022.06.08	1.07052	1.07485	1.06715	1.07163	70080	0	0
2022.06.09	1.07164	1.07740	1.06113	1.06180	82691	0	0
2022.06.10	1.06166	1.06423	1.05059	1.05190	88645	0	0
2022.06.13	1.05152	1.05201	1.03999	1.04080	105177	0	0
2022.06.14	1.04070	1.04848	1.03970	1.04175	104731	0	0
2022.06.15	1.04155	1.05078	1.03590	1.04472	124998	0	0
2022.06.16	1.04422	1.06014	1.03809	1.05505	124776	0	0
2022.06.17	1.05488	1.05601	1.04444	1.04953	111793	0	0
2022.06.20	1.04771	1.05460	1.04748	1.05109	71406	0	0
2022.06.21	1.05098	1.05827	1.05071	1.05347	76026	0	0
2022.06.22	1.05330	1.06056	1.04690	1.05688	93110	0	0
2022.06.23	1.05660	1.05810	1.04828	1.05211	106561	0	0
2022.06.24	1.05234	1.05713	1.05121	1.05554	79697	0	0
2022.06.27	1.05489	1.06149	1.05489	1.05819	80714	0	0
2022.06.28	1.05846	1.06062	1.05036	1.05207	85658	0	0
2022.06.29	1.05188	1.05355	1.04352	1.04413	89544	0	0
2022.06.30	1.04403	1.04885	1.03827	1.04835	91530	0	0
2022.07.01	1.04839	1.04850	1.03655	1.04246	92486	0	0
2022.07.04	1.04193	1.04628	1.04168	1.04227	58145	0	0
2022.07.05	1.04202	1.04490	1.02352	1.02641	90261	0	0
2022.07.06	1.02681	1.02765	1.01618	1.01813	99216	0	0
2022.07.07	1.01808	1.02210	1.01442	1.01614	82592	0	0
2022.07.08	1.01632	1.01915	1.00719	1.01854	89370	0	0
2022.07.11	1.01788	1.01850	1.00338	1.00407	85258	0	0
2022.07.12	1.00400	1.00738	1.00000	1.00360	96807	0	0
2022.07.13	1.00378	1.01217	0.99980	1.00576	104420	0	0
2022.07.14	1.00604	1.00604	0.99522	1.00208	107038	0	0
2022.07.15	1.00129	1.00979	1.00068	1.00875	85034	0	0
2022.07.18	1.00815	1.02013	1.00786	1.01439	75726	0	0
2022.07.19	1.01409	1.02694	1.01197	1.02229	83025	0	0
2022.07.20	1.02233	1.02732	1.01555	1.01819	75934	0	0
2022.07.21	1.01757	1.02780	1.01535	1.02279	90201	0	0
2022.07.22	1.02287	1.02555	1.01298	1.02143	83352	0	0
2022.07.25	1.02091	1.02578	1.01791	1.02183	78900	0	0
2022.07.26	1.02202	1.02500	1.01075	1.01177	71866	0	0
2022.07.27	1.01147	1.02207	1.00967	1.01989	77940	0	0
2022.07.28	1.01997	1.02343	1.01141	1.01967	93603	0	0
2022.07.29	1.01972	1.02541	1.01461	1.02265	88464	0	0
2022.08.01	1.02134	1.02753	1.02055	1.02605	80317	0	0
2022.08.02	1.02586	1.02939	1.01635	1.01660	98515	0	0
2022.08.03	1.01652	1.02098	1.01229	1.01687	85949	0	0
2022.08.04	1.01632	1.02539	1.01546	1.02454	78798	0	0
2022.08.05	1.02450	1.02523	1.01417	1.01781	75394	0	0
2022.08.08	1.01742	1.02220	1.01593	1.01937	64542	0	0
2022.08.09	1.01946	1.02475	1.01887	1.02132	53941	0	0
2022.08.10	1.02124	1.03686	1.02022	1.02978	72874	0	0
2022.08.11	1.02994	1.03644	1.02755	1.03197	75418	0	0
2022.08.12	1.03174	1.03276	1.02383	1.02589	64137	0	0
2022.08.15	1.02547	1.02683	1.01546	1.01592	60426	0	0
2022.08.16	1.01600	1.01947	1.01225	1.01705	68089	0	0
2022.08.17	1.01705	1.02028	1.01455	1.01774	80174	0	0
2022.08.18	1.01794	1.01931	1.00796	1.00866	74681	0	0
2022.08.19	1.00822	1.00955	1.00319	1.00410	67153	0	0
2022.08.22	1.00363	1.00466	0.99263	0.99422	71631	0	0
2022.08.23	0.99429	1.00182	0.99004	0.99677	84075	0	0
2022.08.24	0.99692	0.99990	0.99102	0.99679	71726	0	0
2022.08.25	0.99645	1.00336	0.99491	0.99742	73308	0	0
2022.08.26	0.99740	1.00899	0.99468	0.99650	78640	0	0
2022.08.29	0.99644	1.00291	0.99141	0.99977	81731	0	0
2022.08.30	0.99931	1.00549	0.99820	1.00152	88347	0	0
2022.08.31	1.00135	1.00791	0.99712	1.00524	84356	0	0
2022.09.01	1.00517	1.00544	0.99110	0.99450	84698	0	0
2022.09.02	0.99443	1.00336	0.99409	0.99564	82304	0	0
2022.09.05	0.99208	0.99440	0.98781	0.99314	64341	0	0
2022.09.06	0.99226	0.99863	0.98640	0.99066	92375	0	0
2022.09.07	0.99036	1.00108	0.98757	1.00063	83951	0	0
2022.09.08	1.00074	1.00299	0.99308	0.99984	92217	0	0
2022.09.09	0.99948	1.01133	0.99929	1.00406	82108	0	0
2022.09.12	1.01042	1.01978	1.00600	1.01218	82761	0	0
2022.09.13	1.01223	1.01872	0.99670	0.99672	84739	0	0
2022.09.14	0.99697	1.00237	0.99556	0.99795	94218	0	0
2022.09.15	0.99804	1.00179	0.99559	0.99964	74206	0	0
2022.09.16	0.99969	1.00366	0.99452	1.00142	81620	0	0
2022.09.19	1.00066	1.00292	0.99662	1.00249	62316	0	0
2022.09.20	1.00212	1.00506	0.99553	0.99697	77552	0	0
2022.09.21	0.99704	0.99757	0.98132	0.98369	96508	0	0
2022.09.22	0.98366	0.99074	0.98088	0.98341	112302	0	0
2022.09.23	0.98293	0.98519	0.96682	0.96885	102752	0	0
2022.09.26	0.96672	0.97099	0.95530	0.96086	144284	0	0
2022.09.27	0.96094	0.96707	0.95693	0.95938	108749	0	0
2022.09.28	0.95931	0.97510	0.95362	0.97365	133998	0	0
2022.09.29	0.97300	0.98152	0.96358	0.98133	121735	0	0
2022.09.30	0.98158	0.98540	0.97350	0.98010	122275	0	0
2022.10.03	0.97756	0.98447	0.97528	0.98247	108221	0	0
2022.10.04	0.98226	0.99996	0.98062	0.99862	103369	0	0
2022.10.05	0.99830	0.99951	0.98348	0.98858	85985	0	0
2022.10.06	0.98705	0.99265	0.97884	0.97911	96421	0	0
2022.10.07	0.97895	0.98168	0.97260	0.97407	88083	0	0
2022.10.10	0.97285	0.97533	0.96816	0.97032	76695	0	0
2022.10.11	0.96931	0.97747	0.96706	0.97048	93300	0	0
2022.10.12	0.97061	0.97350	0.96680	0.97024	90315	0	0
2022.10.13	0.97023	0.98060	0.96316	0.97773	97231	0	0
2022.10.14	0.97703	0.98086	0.97072	0.97241	99732	0	0
2022.10.17	0.97218	0.98521	0.97170	0.98440	81992	0	0
2022.10.18	0.98352	0.98758	0.98128	0.98601	86456	0	0
2022.10.19	0.98482	0.98726	0.97573	0.97721	81386	0	0
2022.10.20	0.97726	0.98455	0.97546	0.97877	91917	0	0
2022.10.21	0.97837	0.98690	0.97050	0.98611	111298	0	0
2022.10.24	0.98730	0.98994	0.98069	0.98731	112500	0	0
2022.10.25	0.98734	0.99768	0.98486	0.99678	84841	0	0
2022.10.26	0.99610	1.00886	0.99437	1.00833	92009	0	0
2022.10.27	1.00783	1.00938	0.99576	0.99649	96715	0	0
2022.10.28	0.99642	0.99982	0.99268	0.99658	87479	0	0
2022.10.31	0.99463	0.99658	0.98729	0.98825	71352	0	0
2022.11.01	0.98724	0.99536	0.98530	0.98739	81909	0	0
2022.11.02	0.98749	0.99758	0.98130	0.98144	88357	0	0
2022.11.03	0.98144	0.98396	0.97302	0.97499	90768	0	0
2022.11.04	0.97440	0.99665	0.97426	0.99581	102288	0	0
2022.11.07	0.99047	1.00340	0.99010	1.00210	92601	0	0
2022.11.08	1.00194	1.00965	0.99715	1.00728	81131	0	0
2022.11.09	1.00707	1.00883	0.99929	1.00118	99500	0	0
2022.11.10	1.00067	1.02220	0.99356	1.02080	108580	0	0
2022.11.11	1.02079	1.03642	1.01631	1.03528	113242	0	0
2022.11.14	1.03341	1.03586	1.02714	1.03256	102085	0	0
2022.11.15	1.03263	1.04815	1.02801	1.03467	118440	0	0
2022.11.16	1.03476	1.04386	1.03309	1.03942	104821	0	0
2022.11.17	1.03934	1.04067	1.03053	1.03648	92529	0	0
2022.11.18	1.03591	1.03961	1.03137	1.03225	78526	0	0
2022.11.21	1.03217	1.03330	1.02228	1.02406	80409	0	0
2022.11.22	1.02404	1.03082	1.02378	1.03024	70733	0	0
2022.11.23	1.03033	1.04052	1.02966	1.03945	78456	0	0
2022.11.24	1.03951	1.04486	1.03820	1.04114	60721	0	0
2022.11.25	1.04061	1.04293	1.03548	1.03935	68500	0	0
2022.11.28	1.03703	1.04967	1.03302	1.03400	87050	0	0
2022.11.29	1.03378	1.03944	1.03201	1.03290	85055	0	0
2022.11.30	1.03272	1.04288	1.02903	1.04084	93585	0	0
2022.12.01	1.04044	1.05338	1.03934	1.05258	101667	0	0
2022.12.02	1.05152	1.05450	1.04284	1.05405	91488	0	0
2022.12.05	1.05278	1.05949	1.04802	1.04932	87911	0	0
2022.12.06	1.04865	1.05330	1.04594	1.04674	86527	0	0
2022.12.07	1.04629	1.05499	1.04432	1.05060	88489	0	0
2022.12.08	1.05062	1.05649	1.04896	1.05550	78488	0	0
2022.12.09	1.05549	1.05884	1.05036	1.05349	80013	0	0
2022.12.12	1.05259	1.05800	1.05062	1.05383	70370	0	0
2022.12.13	1.05295	1.06733	1.05280	1.06324	86530	0	0
2022.12.14	1.06317	1.06952	1.06190	1.06816	91153	0	0
2022.12.15	1.06820	1.07366	1.05923	1.06263	87112	0	0
2022.12.16	1.06233	1.06629	1.05850	1.05856	78003	0	0
2022.12.19	1.05894	1.06580	1.05759	1.06073	66717	0	0
2022.12.20	1.06050	1.06586	1.05790	1.06232	96053	0	0
2022.12.21	1.06240	1.06452	1.05904	1.06038	70774	0	0
2022.12.22	1.06046	1.06594	1.05733	1.05983	71654	0	0
2022.12.23	1.05938	1.06331	1.05867	1.06160	67483	0	0
2022.12.27	1.06354	1.06695	1.06115	1.06390	57406	0	0
2022.12.28	1.06395	1.06746	1.06068	1.06125	60214	0	0
2022.12.29	1.06117	1.06905	1.06054	1.06621	57401	0	0
2022.12.30	1.06608	1.07132	1.06389	1.07007	67953	0	0
2023.01.02	1.06950	1.07092	1.06508	1.06600	17160	0	0
2023.01.03	1.06650	1.06836	1.05196	1.05488	87287	0	0
2023.01.04	1.05444	1.06353	1.05409	1.06041	86099	0	0
2023.01.05	1.06030	1.06314	1.05151	1.05217	80129	0	0
2023.01.06	1.05224	1.06481	1.04834	1.06437	78048	0	0
2023.01.09	1.06399	1.07606	1.06371	1.07326	75294	0	0
2023.01.10	1.07278	1.07594	1.07120	1.07343	73564	0	0
2023.01.11	1.07329	1.07764	1.07254	1.07565	63082	0	0
2023.01.12	1.07574	1.08669	1.07275	1.08511	86971	0	0
2023.01.13	1.08405	1.08680	1.07804	1.08330	75189	0	0
2023.01.16	1.08286	1.08742	1.08016	1.08223	52423	0	0
2023.01.17	1.08216	1.08694	1.07748	1.07883	76537	0	0
2023.01.18	1.07882	1.08876	1.07662	1.07944	93017	0	0
2023.01.19	1.07929	1.08400	1.07825	1.08310	73715	0	0
2023.01.20	1.08306	1.08590	1.08024	1.08562	60032	0	0
2023.01.23	1.08681	1.09268	1.08462	1.08714	66997	0	0
2023.01.24	1.08710	1.08980	1.08352	1.08882	59121	0	0
2023.01.25	1.08850	1.09236	1.08572	1.09152	61066	0	0
2023.01.26	1.09149	1.09296	1.08507	1.08912	60790	0	0
2023.01.27	1.08923	1.09004	1.08379	1.08688	55319	0	0
2023.01.30	1.08623	1.09138	1.08393	1.08519	60379	0	0
2023.01.31	1.08464	1.08750	1.08022	1.08621	62433	0	0
2023.02.01	1.08605	1.10006	1.08524	1.09901	67393	0	0
2023.02.02	1.09882	1.10329	1.08854	1.09108	81138	0	0
2023.02.03	1.09091	1.09401	1.07926	1.07940	74526	0	0
2023.02.06	1.07824	1.07990	1.07095	1.07257	65147	0	0
2023.02.07	1.07255	1.07664	1.06692	1.07278	78294	0	0
2023.02.08	1.07230	1.07609	1.07094	1.07141	59117	0	0
2023.02.09	1.07100	1.07907	1.07069	1.07386	63139	0	0
2023.02.10	1.07344	1.07528	1.06664	1.06772	66664	0	0
2023.02.13	1.06807	1.07300	1.06556	1.07252	56882	0	0
2023.02.14	1.07178	1.08041	1.07068	1.07359	82082	0	0
2023.02.15	1.07355	1.07445	1.06606	1.06869	68449	0	0
2023.02.16	1.06875	1.07226	1.06546	1.06728	72882	0	0
2023.02.17	1.06705	1.06984	1.06128	1.06937	66016	0	0
2023.02.20	1.06851	1.07047	1.06704	1.06848	41959	0	0
2023.02.21	1.06855	1.06983	1.06376	1.06461	67255	0	0
2023.02.22	1.06421	1.06642	1.05992	1.06049	72358	0	0
2023.02.23	1.06032	1.06278	1.05772	1.05943	65340	0	0
2023.02.24	1.05944	1.06143	1.05362	1.05458	72777	0	0
2023.02.27	1.05429	1.06198	1.05329	1.06088	62245	0	0
2023.02.28	1.06091	1.06453	1.05739	1.05755	62382	0	0
2023.03.01	1.05750	1.06914	1.05653	1.06690	77342	0	0
2023.03.02	1.06653	1.06729	1.05766	1.05971	71400	0	0
2023.03.03	1.05954	1.06387	1.05884	1.06341	61668	0	0
2023.03.06	1.06239	1.06944	1.06211	1.06828	58494	0	0
2023.03.07	1.06794	1.06947	1.05461	1.05493	73126	0	0
2023.03.08	1.05490	1.05738	1.05243	1.05438	60466	0	0
2023.03.09	1.05439	1.05913	1.05375	1.05823	59065	0	0
2023.03.10	1.05778	1.07006	1.05740	1.06395	94792	0	0
2023.03.13	1.06810	1.07486	1.06504	1.07316	123346	0	0
2023.03.14	1.07304	1.07496	1.06789	1.07332	96044	0	0
2023.03.15	1.07326	1.07599	1.05162	1.05758	103037	0	0
2023.03.16	1.05769	1.06356	1.05511	1.06138	99417	0	0
2023.03.17	1.06082	1.06854	1.06047	1.06647	77043	0	0
2023.03.20	1.06884	1.07308	1.06313	1.07237	82937	0	0
2023.03.21	1.07181	1.07884	1.07040	1.07698	59181	0	0
2023.03.22	1.07662	1.09124	1.07591	1.08551	67819	0	0
2023.03.23	1.08555	1.09300	1.08243	1.08327	74420	0	0
2023.03.24	1.08273	1.08387	1.07132	1.07587	78111	0	0
2023.03.27	1.07750	1.08000	1.07450	1.07987	58303	0	0
2023.03.28	1.07960	1.08486	1.07939	1.08460	53393	0	0
2023.03.29	1.08424	1.08713	1.08178	1.08445	54477	0	0
2023.03.30	1.08433	1.09263	1.08236	1.09056	54487	0	0
2023.03.31	1.09056	1.09258	1.08369	1.08415	58800	0	0
2023.04.03	1.08397	1.09168	1.07882	1.09027	60406	0	0
2023.04.04	1.08965	1.09733	1.08828	1.09559	58401	0	0
2023.04.05	1.09466	1.09696	1.08912	1.09073	54867	0	0
2023.04.06	1.09019	1.09376	1.08846	1.09205	46818	0	0
2023.04.07	1.09200	1.09241	1.08767	1.08986	18859	0	0
2023.04.10	1.08974	1.09174	1.08313	1.08605	41251	0	0
2023.04.11	1.08577	1.09281	1.08532	1.09131	48851	0	0
2023.04.12	1.09113	1.10002	1.09090	1.09915	51776	0	0
2023.04.13	1.09913	1.10677	1.09769	1.10470	50791	0	0
2023.04.14	1.10462	1.10759	1.09724	1.09942	53044	0	0
2023.04.17	1.09887	1.09998	1.09092	1.09275	50565	0	0
2023.04.18	1.09216	1.09830	1.09215	1.09736	46538	0	0
2023.04.19	1.09717	1.09841	1.09174	1.09560	50251	0	0
